file_name,table_name,row_id,column_id,item_id,new_value,item_name,purchase_price,purchase_points,location_id
shop.bin.json,aston_s_pokecir_parts,7,replacement_item_id,6339,6339,(Vixy) Max MP Up,199160,1730,26
shop.bin.json,aston_s_pokecir_parts,8,replacement_item_id,6340,6340,Baseball Cap,277674,268,27
shop.bin.json,aston_s_pokecir_parts,9,replacement_item_id,6341,6341,(Vixy) Cosmic Belt,511699,185,28
shop.bin.json,aston_s_pokecir_parts,10,replacement_item_id,6342,6342,(Vixy) Shadow Anklet,47334,1540,29
shop.bin.json,aston_s_pokecir_parts,11,replacement_item_id,6343,6343,Skill Book: Progressive Extreme Heat Damage Up,8442,3787,30
shop.bin.json,aston_s_pokecir_parts,12,replacement_item_id,6344,6344,(Vixy) Hades Cup Trophy,24454,2965,31
shop.bin.json,aston_s_pokecir_parts,13,replacement_item_id,6345,6345,Oragamachi Natto,578908,504,32
shop.bin.json,aston_s_pokecir_parts,14,replacement_item_id,6346,6346,Suntory Oolong Tea,163811,1638,33
shop.bin.json,aston_s_pokecir_parts,15,replacement_item_id,6347,6347,(Vixy) Abas Chain,66572,1782,34
shop.bin.json,aston_s_pokecir_parts,16,replacement_item_id,6348,6348,Rocket Frame Plus,31969,703,35
shop.bin.json,aston_s_pokecir_parts,17,replacement_item_id,6349,6349,Ceremonial Oath Sake Cup (Pine),166559,1433,36
shop.bin.json,aston_s_pokecir_parts,18,replacement_item_id,6350,6350,Extra Power Motor,311239,3125,37
shop.bin.json,aston_s_pokecir_parts,19,replacement_item_id,6351,6351,Shiny Flower Ring,158762,264,38
shop.bin.json,aston_s_pokecir_parts,20,replacement_item_id,6352,6352,(Vixy) Disney Castle Key,248644,413,39
shop.bin.json,aston_s_pokecir_parts,21,replacement_item_id,6353,6353,Yokohama Ichiban Confections Shop Unlock,379449,104,40
shop.bin.json,aston_s_pokecir_parts,22,replacement_item_id,6354,6354,Pepsi Nama,110028,4538,41
shop.bin.json,aston_s_pokecir_parts,23,replacement_item_id,6355,6355,Skill Book: Progressive HP Up,58763,255,42
shop.bin.json,aston_s_pokecir_parts,24,replacement_item_id,6356,6356,Signed Ball,57335,413,43
shop.bin.json,aston_s_pokecir_parts,25,replacement_item_id,6357,6357,(Vixy) Hidden Dragon,616469,1212,44
shop.bin.json,aston_s_pokecir_parts,26,replacement_item_id,6358,6358,Ceremonial Oath Sake Cup (Bamboo),437055,487,45
shop.bin.json,aston_s_pokecir_parts,27,replacement_item_id,6359,6359,(Vixy) Final Form,235643,349,46
shop.bin.json,aston_s_pokecir_parts,28,replacement_item_id,6360,6360,(Vixy) Dodge Roll,227313,241,47
shop.bin.json,aston_s_pokecir_parts,29,replacement_item_id,6361,6361,Mizorogi (Akame house) Shop Unlock,126927,884,48
shop.bin.json,aston_s_pokecir_parts,30,replacement_item_id,6362,6362,(Vixy) Max MP Up,66302,1101,49
shop.bin.json,aston_s_pokecir_parts,31,replacement_item_id,6363,6363,Old Scar Makeup,271923,1303,50
shop.bin.json,aston_s_pokecir_parts,32,replacement_item_id,6364,6364,Skill Book: Progressive HP Up,45696,1814,51
shop.bin.json,aston_s_pokecir_parts,33,replacement_item_id,6365,6365,Toughness Z,305786,1854,52
shop.bin.json,aston_s_pokecir_parts,34,replacement_item_id,6366,6366,(Vixy) Donald Lucky Lucky,19465,1484,53
shop.bin.json,aston_s_pokecir_parts,35,replacement_item_id,6367,6367,Teriyaki Smile Burger (Takeout),37088,126,54
shop.bin.json,aston_s_pokecir_parts,36,replacement_item_id,6368,6368,(Vixy) Lucky Emblem,136489,527,55
shop.bin.json,aston_s_pokecir_parts,37,replacement_item_id,6369,6369,Medium Suspension,458716,169,56
shop.bin.json,aston_s_pokecir_parts,38,replacement_item_id,6370,6370,(Vixy) Donald Damage Control,72853,1513,57
shop.bin.json,aston_s_pokecir_parts,39,replacement_item_id,6371,6371,Shoes,2033,468,58
shop.bin.json,aston_s_pokecir_parts,40,replacement_item_id,6372,6372,(Vixy) Pureblood,164914,768,59
shop.bin.json,aston_s_pokecir_parts,41,replacement_item_id,6373,6373,Rainbow Wing,28969,635,60
shop.bin.json,aston_s_pokecir_parts,42,replacement_item_id,6374,6374,(Vixy) Combo Plus,526873,116,61
shop.bin.json,aston_s_pokecir_parts,43,replacement_item_id,6375,6375,Ultra Speed Frame,79977,1730,62
shop.bin.json,aston_s_pokecir_parts,44,replacement_item_id,6376,6376,Light Suspension,50601,1194,63
shop.bin.json,aston_s_pokecir_parts,45,replacement_item_id,6377,6377,Ono Michio Head,58447,266,64
shop.bin.json,aston_s_pokecir_parts,46,replacement_item_id,6378,6378,Skill Book: Progressive HP Up,77756,679,65
shop.bin.json,aston_s_pokecir_parts,47,replacement_item_id,6379,6379,Slick Tires Plus,253910,468,66
shop.bin.json,aston_s_pokecir_parts,48,replacement_item_id,6380,6380,Staminan Royale,42609,142,67
shop.bin.json,aston_s_pokecir_parts,49,replacement_item_id,6381,6381,Golden Ball,159834,1401,68
shop.bin.json,aston_s_pokecir_parts,50,replacement_item_id,6382,6382,(Vixy) Shadow Archive+,79150,2457,69
shop.bin.json,aston_s_pokecir_parts,51,replacement_item_id,6383,6383,(Vixy) Lucky Emblem,137383,386,70
shop.bin.json,aston_s_pokecir_parts,52,replacement_item_id,6384,6384,(Vixy) Secret Ansem's Report 4,42032,3282,71
shop.bin.json,aston_s_pokecir_parts,53,replacement_item_id,6385,6385,Chu-Chu Tako Doll (Takoyaki),427057,2706,72
shop.bin.json,aston_s_pokecir_parts,54,replacement_item_id,6386,6386,(Vixy) Dodge Slash,712615,1828,73
shop.bin.json,aston_s_pokecir_parts,55,replacement_item_id,6387,6387,Pine Candy,315946,447,74
shop.bin.json,aston_s_pokecir_parts,56,replacement_item_id,6388,6388,Okonomiyaki (Mentai Mayo),8525,191,75
shop.bin.json,aston_s_pokecir_parts,57,replacement_item_id,6389,6389,Yokohama Shogi Point Shop Unlock,156348,113,76
shop.bin.json,aston_s_pokecir_parts,58,replacement_item_id,6390,6390,Iron Plate,800689,217,77
shop.bin.json,aston_s_pokecir_parts,59,replacement_item_id,6391,6391,(Vixy) Thundagun Trinket,80227,492,78
shop.bin.json,aston_s_pokecir_parts,60,replacement_item_id,6392,6392,(Vixy) Trinity Limit,32476,512,79
shop.bin.json,aston_s_pokecir_parts,61,replacement_item_id,6393,6393,(Vixy) Scan,34266,4922,80
shop.bin.json,aston_s_pokecir_parts,62,replacement_item_id,6394,6394,Ultra Speed Motor,233223,223,81
shop.bin.json,aston_s_pokecir_parts,63,replacement_item_id,6395,6395,(Vixy) Torn Page,4220,152,82
shop.bin.json,aston_s_pokecir_parts,64,replacement_item_id,6396,6396,Imuraya Bean Paste Bun,25486,3349,83
shop.bin.json,aston_s_pokecir_parts,65,replacement_item_id,6397,6397,(Vixy) Thunder Element,26241,1634,84
shop.bin.json,aston_s_pokecir_parts,66,replacement_item_id,6398,6398,Sotenbori Park Poppo Shop Unlock,892791,375,85
shop.bin.json,aston_s_pokecir_parts,67,replacement_item_id,6399,6399,(Vixy) Midnight Anklet,264157,514,86
shop.bin.json,aston_s_pokecir_parts,68,replacement_item_id,6400,6400,Boost Gears,230000,761,87
shop.bin.json,aston_s_pokecir_parts,69,replacement_item_id,6401,6401,(Vixy) Vicinity Break,54978,1676,88
shop.bin.json,aston_s_pokecir_parts,70,replacement_item_id,6402,6402,Skill Book: Progressive Extra Shoe Boost,215358,3850,89
shop.bin.json,aston_s_pokecir_parts,71,replacement_item_id,6403,6403,Wellington Sunglasses,230598,721,90
shop.bin.json,aston_s_pokecir_parts,72,replacement_item_id,6404,6404,Skill Book: Progressive Damage Up,17425,1371,91
shop.bin.json,aston_s_pokecir_parts,73,replacement_item_id,6405,6405,Extra Metal Frame,3772,352,92
shop.bin.json,aston_s_pokecir_parts,74,replacement_item_id,6406,6406,Dragon Mask,70013,3815,93
shop.bin.json,aston_s_pokecir_parts,75,replacement_item_id,6407,6407,Sport Coat,197673,363,94
shop.bin.json,aston_s_pokecir_parts,76,replacement_item_id,6408,6408,(Vixy) Donald Lucky Lucky,611565,345,95
shop.bin.json,aston_s_pokecir_parts,77,replacement_item_id,6409,6409,(Vixy) Precious Mushroom+,25071,2042,96
shop.bin.json,aston_s_pokecir_parts,78,replacement_item_id,6410,6410,Seven Stars,41812,263,97
shop.bin.json,aston_s_pokecir_parts,79,replacement_item_id,6411,6411,Pork Tonkatsu Bento,63106,213,98
shop.bin.json,aston_s_pokecir_parts,80,replacement_item_id,6412,6412,(Vixy) Donald MP Hastera,251691,725,99
shop.bin.json,aston_s_pokecir_parts,81,replacement_item_id,6413,6413,(Vixy) Peter Pan,158041,2687,100
shop.bin.json,aston_s_pokecir_parts,82,replacement_item_id,6414,6414,Skill Book: Progressive HP Up,44962,965,101
shop.bin.json,aston_s_pokecir_parts,83,replacement_item_id,6415,6415,Golden Ball,35134,372,102
shop.bin.json,aston_s_pokecir_parts,84,replacement_item_id,6416,6416,Skill Book: Progressive Heat Gauge Up,62626,196,103
shop.bin.json,aston_s_pokecir_parts,85,replacement_item_id,6417,6417,(Vixy) Lucky Emblem,188828,1910,104
shop.bin.json,aston_s_pokecir_parts,86,replacement_item_id,6418,6418,(Vixy) Aerial Spiral,620081,1263,105
shop.bin.json,aston_s_pokecir_parts,87,replacement_item_id,6419,6419,Sotenbori South Poppo Shop Unlock,189528,2769,106
shop.bin.json,aston_s_pokecir_parts,88,replacement_item_id,6420,6420,(Vixy) Teamwork,30171,155,107
shop.bin.json,aston_s_pokecir_parts,89,replacement_item_id,6421,6421,(Vixy) Secret Ansem's Report 8,11438,1604,108
shop.bin.json,aston_s_pokecir_parts,90,replacement_item_id,6422,6422,(Vixy) MP Hastega,2677,535,109
shop.bin.json,aston_s_pokecir_parts,91,replacement_item_id,6423,6423,(Vixy) Max HP Up,225141,303,110
shop.bin.json,aston_s_pokecir_parts,92,replacement_item_id,6424,6424,Teardrop Earrings,61106,1284,111
shop.bin.json,aston_s_pokecir_parts,93,replacement_item_id,6425,6425,Gold Plate,52829,539,112
shop.bin.json,aston_s_pokecir_parts,94,replacement_item_id,6426,6426,(Vixy) Defender,49583,1602,113
talk_coinlocker_locker.bin.json,aston_coinlocker,1,replacement_item_id,6427,6427,Skill Book: Progressive Damage Up,54195,480,114
talk_coinlocker_locker.bin.json,aston_coinlocker,2,replacement_item_id,6428,6428,Skill Book: HA: Essence of Face Stomp,75173,414,115
talk_coinlocker_locker.bin.json,aston_coinlocker,3,replacement_item_id,6429,6429,The Basic Guide to Cooperative Fighting,255778,1704,116
talk_coinlocker_locker.bin.json,aston_coinlocker,4,replacement_item_id,6430,6430,Crawfish,151107,553,117
talk_coinlocker_locker.bin.json,aston_coinlocker,5,replacement_item_id,6431,6431,Skill Book: Progressive HP Up,217882,4682,118
talk_coinlocker_locker.bin.json,aston_coinlocker,6,replacement_item_id,6432,6432,(Vixy) Ultima Weapon,3544,1087,119
talk_coinlocker_locker.bin.json,aston_coinlocker,7,replacement_item_id,6433,6433,Bare Feet,79332,273,120
talk_coinlocker_locker.bin.json,aston_coinlocker,8,replacement_item_id,6434,6434,(Vixy) Blizzara Armlet,350293,358,121
talk_coinlocker_locker.bin.json,aston_coinlocker,9,replacement_item_id,6435,6435,(Vixy) Donald Damage Control,55218,292,122
talk_coinlocker_locker.bin.json,aston_coinlocker,10,replacement_item_id,6436,6436,Tuna & Egg Sandwich,766087,1735,123
talk_coinlocker_locker.bin.json,aston_coinlocker,11,replacement_item_id,6437,6437,Pilot Badge,71149,133,124
talk_coinlocker_locker.bin.json,aston_coinlocker,12,replacement_item_id,6438,6438,Oragamachi Natto,41676,1412,125
talk_coinlocker_locker.bin.json,aston_coinlocker,13,replacement_item_id,6439,6439,(Vixy) Jackpot,41645,757,126
talk_coinlocker_locker.bin.json,aston_coinlocker,14,replacement_item_id,6440,6440,Tam,29644,288,127
talk_coinlocker_locker.bin.json,aston_coinlocker,15,replacement_item_id,6441,6441,Natchan! Orange,165215,1892,128
talk_coinlocker_locker.bin.json,aston_coinlocker,16,replacement_item_id,6442,6442,(Vixy) Donald MP Haste,323783,1060,129
talk_coinlocker_locker.bin.json,aston_coinlocker,17,replacement_item_id,6443,6443,Mevius,70962,1402,130
talk_coinlocker_locker.bin.json,aston_coinlocker,18,replacement_item_id,6444,6444,(Vixy) Firagun Bangle,35071,1663,131
talk_coinlocker_locker.bin.json,aston_coinlocker,19,replacement_item_id,6445,6445,Skill Book: Finishing Hold,25827,110,132
talk_coinlocker_locker.bin.json,aston_coinlocker,20,replacement_item_id,6446,6446,Ichiban Senbei (Shoyu),309901,425,133
talk_coinlocker_locker.bin.json,aston_coinlocker,21,replacement_item_id,6447,6447,Heart Earrings,264816,337,134
talk_coinlocker_locker.bin.json,aston_coinlocker,22,replacement_item_id,6448,6448,Salmon Onigiri,98245,300,135
talk_coinlocker_locker.bin.json,aston_coinlocker,23,replacement_item_id,6449,6449,(Vixy) Item Slot Up,100229,3758,136
talk_coinlocker_locker.bin.json,aston_coinlocker,24,replacement_item_id,6450,6450,Flat Wing,337899,928,137
talk_coinlocker_locker.bin.json,aston_coinlocker,25,replacement_item_id,6451,6451,Hyottoko Mask,290051,2052,138
talk_coinlocker_locker.bin.json,aston_coinlocker,26,replacement_item_id,6452,6452,Black Medical Mask,633856,303,139
talk_coinlocker_locker.bin.json,aston_coinlocker,27,replacement_item_id,6453,6453,Golden Ball,329638,1779,140
talk_coinlocker_locker.bin.json,aston_coinlocker,28,replacement_item_id,6454,6454,Killer Bee,854406,1552,141
talk_coinlocker_locker.bin.json,aston_coinlocker,29,replacement_item_id,6455,6455,(Vixy) MP Hastera,199200,1721,142
talk_coinlocker_locker.bin.json,aston_coinlocker,30,replacement_item_id,6456,6456,Yokohama Poppo Shop Unlock,402933,359,143
talk_coinlocker_locker.bin.json,aston_coinlocker,31,replacement_item_id,6457,6457,Skill Book: Extreme Heat Critical Damage,205727,129,144
talk_coinlocker_locker.bin.json,aston_coinlocker,32,replacement_item_id,6458,6458,Luxury Yakiniku Bento,57725,1332,145
talk_coinlocker_locker.bin.json,aston_coinlocker,33,replacement_item_id,6459,6459,Staminan Spark,608831,2648,146
talk_coinlocker_locker.bin.json,aston_coinlocker,34,replacement_item_id,6460,6460,Takoyaki with Large Octopus,1152,179,147
talk_coinlocker_locker.bin.json,aston_coinlocker,35,replacement_item_id,6461,6461,Skill Book: Progressive Damage Up,121264,942,148
talk_coinlocker_locker.bin.json,aston_coinlocker,36,replacement_item_id,6462,6462,Chainmail,58692,120,149
talk_coinlocker_locker.bin.json,aston_coinlocker,37,replacement_item_id,6463,6463,(Vixy) Ice Cream,345948,4864,150
talk_coinlocker_locker.bin.json,aston_coinlocker,38,replacement_item_id,6464,6464,Extra Rocket Frame,49505,241,151
talk_coinlocker_locker.bin.json,aston_coinlocker,39,replacement_item_id,6465,6465,Visual-kei Makeup,294956,436,152
talk_coinlocker_locker.bin.json,aston_coinlocker,40,replacement_item_id,6466,6466,Bloody Talisman,254516,289,153
talk_coinlocker_locker.bin.json,aston_coinlocker,41,replacement_item_id,6467,6467,Regular Battery,49428,434,154
talk_coinlocker_locker.bin.json,aston_coinlocker,42,replacement_item_id,6468,6468,Stamina XX,173685,2788,155
talk_coinlocker_locker.bin.json,aston_coinlocker,43,replacement_item_id,6469,6469,(Vixy) Shaman's Relic,72695,379,156
talk_coinlocker_locker.bin.json,aston_coinlocker,44,replacement_item_id,6470,6470,(Vixy) Master Form,20883,295,157
talk_coinlocker_locker.bin.json,aston_coinlocker,45,replacement_item_id,6471,6471,(Vixy) Max HP Up,582381,1503,158
talk_coinlocker_locker.bin.json,aston_coinlocker,46,replacement_item_id,6472,6472,(Vixy) Bone Fist,174527,1724,159
talk_coinlocker_locker.bin.json,aston_coinlocker,47,replacement_item_id,6473,6473,(Vixy) Proud Fang,303956,297,160
talk_coinlocker_locker.bin.json,aston_coinlocker,48,replacement_item_id,6474,6474,Super Boost Gears,56049,454,161
talk_coinlocker_locker.bin.json,aston_coinlocker,49,replacement_item_id,6475,6475,(Vixy) Lucky Emblem,195993,1507,162
talk_coinlocker_locker.bin.json,aston_coinlocker,50,replacement_item_id,6476,6476,Balanced Frame Plus,206836,665,163
shop.bin.json,aston_s_akame,0,replacement_item_id,6477,6477,Skill Book: Sticky Threads,70276,352,164
shop.bin.json,aston_s_akame,1,replacement_item_id,6478,6478,(Vixy) Drive Converter,206042,231,165
shop.bin.json,aston_s_akame,2,replacement_item_id,6479,6479,(Vixy) Lucky Emblem,334719,992,166
shop.bin.json,aston_s_akame,3,replacement_item_id,6480,6480,Oragamachi Natto,324342,125,167
shop.bin.json,aston_s_akame,4,replacement_item_id,6481,6481,Heavy Suspension,588644,1053,168
shop.bin.json,aston_s_akame,5,replacement_item_id,6482,6482,(Vixy) Skill Ring,570335,1389,169
shop.bin.json,aston_s_akame,6,replacement_item_id,6483,6483,Heart Earrings,273078,272,170
shop.bin.json,aston_s_akame,7,replacement_item_id,6484,6484,Ultra Power Motor,597823,1694,171
shop.bin.json,aston_s_akame,8,replacement_item_id,6485,6485,Balanced Frame,167686,284,172
shop.bin.json,aston_s_akame,9,replacement_item_id,6486,6486,Skill Book: Grip Breaker,34998,4601,173
shop.bin.json,aston_s_akame,10,replacement_item_id,6487,6487,(Vixy) Cure Element,348238,967,174
shop.bin.json,aston_s_akame,11,replacement_item_id,6488,6488,(Vixy) Silver Ring,55912,269,175
shop.bin.json,aston_s_akame,12,replacement_item_id,6489,6489,(Vixy) Secret Ansem's Report 9,422935,284,176
shop.bin.json,aston_s_akame,13,replacement_item_id,6490,6490,Refreshment of the Sky King,143737,353,177
shop.bin.json,aston_s_akame,14,replacement_item_id,6491,6491,(Vixy) Glide,882298,522,178
shop.bin.json,aston_s_akame,15,replacement_item_id,6492,6492,(Vixy) Draw,150635,844,179
shop.bin.json,aston_s_akame,16,replacement_item_id,6493,6493,Short-Sleeved Button-up,350061,4446,180
shop.bin.json,aston_s_akame,17,replacement_item_id,6494,6494,Skill Book: HA: Daidoji Martial Mastery,1932,559,181
shop.bin.json,aston_s_akame,18,replacement_item_id,6495,6495,Skill Book: Daidoji Wire Spin,301426,1523,182
shop.bin.json,aston_s_akame,19,replacement_item_id,6496,6496,Galaxy Force,711559,411,183
shop.bin.json,aston_s_akame,20,replacement_item_id,6497,6497,(Vixy) Proof of Connection,309172,690,184
shop.bin.json,aston_s_akame,21,replacement_item_id,6498,6498,(Vixy) Draw,390844,721,185
shop.bin.json,aston_s_akame,22,replacement_item_id,6499,6499,Wedding Ring,640362,970,186
shop.bin.json,aston_s_akame,23,replacement_item_id,6500,6500,(Vixy) Item Slot Up,71722,1462,187
shop.bin.json,aston_s_akame,24,replacement_item_id,6501,6501,(Vixy) Max HP Up,317083,142,188
shop.bin.json,aston_s_akame,25,replacement_item_id,6502,6502,Sengoku Fundoshi,24304,1623,189
shop.bin.json,aston_s_akame,26,replacement_item_id,6503,6503,(Vixy) Item Boost,92441,220,190
shop.bin.json,aston_s_akame,27,replacement_item_id,6504,6504,The Advanced Guide to Cooperative Fighting,501786,139,191
shop.bin.json,aston_s_akame,28,replacement_item_id,6505,6505,(Vixy) Armor Slot Up,427648,564,192
shop.bin.json,aston_s_akame,29,replacement_item_id,6506,6506,(Vixy) Decisive Pumpkin,183339,2699,193
shop.bin.json,aston_s_akame,30,replacement_item_id,6507,6507,Stretchtopus Mocheese,25263,235,194
shop.bin.json,aston_s_billiards_prize,0,replacement_item_id,6508,6508,Okonomiyaki (Mentai Mayo),77089,710,195
shop.bin.json,aston_s_billiards_prize,1,replacement_item_id,6509,6509,(Vixy) Experience Boost,172553,117,196
shop.bin.json,aston_s_billiards_prize,2,replacement_item_id,6510,6510,(Vixy) Goofy Auto Limit,4553,1573,197
shop.bin.json,aston_s_billiards_prize,3,replacement_item_id,6511,6511,(Vixy) Combo Boost,40776,256,198
shop.bin.json,aston_s_billiards_prize,4,replacement_item_id,6512,6512,(Vixy) Drive Gauge Up,58662,1668,199
shop.bin.json,aston_s_billiards_prize,5,replacement_item_id,6513,6513,(Vixy) Goofy MP Haste,51668,3059,200
shop.bin.json,aston_s_billiards_prize,6,replacement_item_id,6514,6514,Skill Book: HA: Essence of Raging Dragon,624821,205,201
shop.bin.json,aston_s_billiards_prize,7,replacement_item_id,6515,6515,Toughness Light,497729,1709,202
shop.bin.json,aston_s_billiards_prize,8,replacement_item_id,6516,6516,Flicky,546586,1048,203
shop.bin.json,aston_s_billiards_prize,9,replacement_item_id,6517,6517,Imuraya Pizza Bun,137920,109,204
shop.bin.json,aston_s_billiards_prize,10,replacement_item_id,6518,6518,(Vixy) Counterguard,339645,218,205
shop.bin.json,aston_s_wannpark,0,replacement_item_id,6519,6519,(Vixy) Cosmic Arts,64273,313,206
shop.bin.json,aston_s_wannpark,1,replacement_item_id,6520,6520,Rusted Chainmail,67116,2262,207
shop.bin.json,aston_s_wannpark,2,replacement_item_id,6521,6521,Super Slim Tires,45157,260,208
shop.bin.json,aston_s_wannpark,3,replacement_item_id,6522,6522,Golden Ball,17029,288,209
shop.bin.json,aston_s_wannpark,4,replacement_item_id,6523,6523,Natchan! Apple,108866,331,210
shop.bin.json,aston_s_wannpark,5,replacement_item_id,6524,6524,(Vixy) Finishing Plus,722796,2323,211
shop.bin.json,aston_s_wannpark,6,replacement_item_id,6525,6525,Luxury Yakiniku Bento,55106,227,212
shop.bin.json,aston_s_wannpark,7,replacement_item_id,6526,6526,Super Power Motor,30731,749,213
shop.bin.json,aston_s_wannpark,8,replacement_item_id,6527,6527,(Vixy) Goofy Auto Healing,73922,115,214
shop.bin.json,aston_s_wannpark,9,replacement_item_id,6528,6528,Imuraya Yokan,199003,2327,215
shop.bin.json,aston_s_wannpark,10,replacement_item_id,6529,6529,Nametag,34111,331,216
shop.bin.json,aston_s_wannpark,11,replacement_item_id,6530,6530,(Vixy) Mythril Ring,73935,402,217
shop.bin.json,aston_y_shichiya,0,replacement_item_id,6531,6531,(Vixy) Goofy Draw,78081,1425,218
shop.bin.json,aston_y_shichiya,1,replacement_item_id,6532,6532,Iron Plate,270959,164,219
shop.bin.json,aston_y_shichiya,2,replacement_item_id,6533,6533,Ultra Regular Gears,163988,331,220
shop.bin.json,aston_y_shichiya,3,replacement_item_id,6534,6534,Skill Book: Progressive HP Up,304892,276,221
shop.bin.json,aston_y_shichiya,4,replacement_item_id,6535,6535,Toughness Z,19393,1514,222
shop.bin.json,aston_y_shichiya,5,replacement_item_id,6536,6536,Ichiban Senbei (Salt),26269,401,223
shop.bin.json,aston_y_shichiya,6,replacement_item_id,6537,6537,(Vixy) Goofy Protect,382714,178,224
shop.bin.json,aston_y_shichiya,7,replacement_item_id,6538,6538,Fantasy Zone II,102390,1174,225
shop.bin.json,aston_y_lovemagic,0,replacement_item_id,6539,6539,Ball Stud Earrings,59887,380,226
shop.bin.json,aston_y_lovemagic,1,replacement_item_id,6540,6540,(Vixy) Lucky Emblem,58831,1951,227
shop.bin.json,aston_y_lovemagic,2,replacement_item_id,6541,6541,(Vixy) Torn Page,848383,589,228
shop.bin.json,aston_y_lovemagic,3,replacement_item_id,6542,6542,(Vixy) Lucky Emblem,123395,1316,229
shop.bin.json,aston_y_lovemagic,4,replacement_item_id,6543,6543,(Vixy) Lucky Emblem,224276,935,230
shop.bin.json,aston_y_lovemagic,5,replacement_item_id,6544,6544,Skill Book: Progressive Damage Up,226186,3975,231
shop.bin.json,aston_y_lovemagic,6,replacement_item_id,6545,6545,Quality Egg,35218,407,232
shop.bin.json,aston_y_lovemagic,7,replacement_item_id,6546,6546,(Vixy) Max HP Up,79204,2424,233
shop.bin.json,aston_y_lovemagic,8,replacement_item_id,6547,6547,Luxury Yakiniku Bento,242440,297,234
shop.bin.json,aston_y_lovemagic,9,replacement_item_id,6548,6548,(Vixy) Master's Ring,59866,831,235
shop.bin.json,aston_y_lovemagic,10,replacement_item_id,6549,6549,Global Defense,477307,4558,236
shop.bin.json,aston_y_shogi,0,replacement_item_id,6550,6550,Fighter's Binding,7859,1527,237
shop.bin.json,aston_y_shogi,1,replacement_item_id,6551,6551,(Vixy) Technician's Ring,66400,374,238
shop.bin.json,aston_y_shogi,2,replacement_item_id,6552,6552,Vitamin Water,314404,162,239
shop.bin.json,aston_y_shogi,3,replacement_item_id,6553,6553,(Vixy) Chicken Little,59691,2258,240
shop.bin.json,aston_y_shogi,4,replacement_item_id,6554,6554,Gruesome Chainmail,70993,353,241
shop.bin.json,aston_y_shogi,5,replacement_item_id,6555,6555,Side Stabilizer 2.0,21374,207,242
shop.bin.json,aston_y_shogi,6,replacement_item_id,6556,6556,White Pearl Earrings,232502,328,243
shop.bin.json,aston_y_shogi,7,replacement_item_id,6557,6557,Skill Book: Progressive Extra Drone,624211,1442,244
shop.bin.json,aston_y_shogi,8,replacement_item_id,6558,6558,Staminan Royalle,35373,375,245
